Rowid,Number_of_axles,Tollplaza_id,Tollplaza_code
2385,4,4259,PCBB65EF4
2386,2,4398,PCE60D320
2387,2,4356,PCF1979AE
2388,2,4942,PCD51A740
2389,2,4927,PC2D22627
2390,2,4058,PC3415EA4
2391,2,4728,PC07BF95F
2392,4,4557,PC6C80A46
2393,4,4130,PC9F22103
2394,2,4995,PCBE6ABE5
2395,2,4104,PC0A63844
2396,2,4348,PCD66314D
2397,2,4599,PC800C92D
2398,2,4975,PC818101A
2399,2,4263,PCD6DBA1D
2400,2,4985,PCCA71D2C
2401,2,4502,PCB2CC82C
2402,2,4061,PC3A63A79
2403,2,4186,PC922BA3E
2404,2,4072,PC69F3F14
2405,2,4309,PC5E92F61
2406,2,4025,PC5ABB8E4
2407,4,4304,PC89FB76E
2408,4,4842,PC16F5A24
2409,2,4439,PC845CEA6
2410,2,4051,PC3B970F2
2411,2,4961,PC92C5115
2412,4,4242,PCECC4DE2
2413,2,4394,PCD3A817A
2414,2,4049,PC4779D38
2415,2,4279,PCCA817EB
2416,2,4497,PC76FDDEA
2417,4,4027,PCE7A4F34
2418,2,4835,PC4645718
2419,2,4718,PC81E83B9
2420,4,4177,PC9194382
2421,2,4777,PCB1132AC
2422,2,4189,PC7655FC1
2423,4,4976,PC5149039
2424,2,4893,PC3743587
2425,2,4992,PCFF0FEB0
2426,2,4873,PCE01E4DF
2427,2,4453,PC5EC8DF5
2428,2,4769,PC10C50DC
2429,2,4408,PC3B3BE8F
2430,2,4548,PC4486317
2431,4,4189,PC7655FC1
2432,2,4418,PCF6EECB2
2433,2,4414,PC40BD0F3
2434,4,4673,PC66E7418
2435,2,4949,PC86E9EB7
2436,2,4716,PCFCB0018
2437,2,4548,PC4486317
2438,2,4586,PC4A40D50
2439,2,4131,PC4C9B108
2440,2,4284,PC0DB49FD
2441,2,4167,PC8453073
2442,2,4135,PCC943ECD
2443,2,4639,PC879E7AB
2444,2,4098,PC89C0554
2445,2,4765,PC795A0A3
2446,4,4389,PC7688C61
2447,2,4293,PC2A27502
2448,2,4981,PC6B14C5D
2449,4,4235,PCFB11406
2450,2,4126,PC74CE451
2451,4,4955,PCE36723C
2452,2,4800,PCA4DF48A
2453,2,4324,PC9C3D708
2454,2,5004,PC2111CF9
2455,2,4373,PC8806694
2456,2,4357,PC434FA62
2457,2,4539,PC684859B
2458,2,4967,PC2AFCB31
2459,2,4342,PCE7F2748
2460,2,4241,PC7241796
2461,2,4470,PCB4FF8FA
2462,4,4251,PCB30E45F
2463,4,4389,PC7688C61
2464,4,4995,PCBE6ABE5
2465,4,4864,PC259547F
2466,2,4593,PC3863F6A
2467,2,4932,PC46C4A27
2468,2,4452,PC8C7C5D7
2469,4,4517,PC9AF321D
2470,2,4819,PC454F09B
2471,2,4473,PC51FDD60
2472,2,4023,PC77793DF
2473,2,4323,PC1D9ADA9
2474,4,4176,PC11E9595
2475,2,4357,PC434FA62
2476,2,4021,PC851E565
2477,4,4567,PC2C5C1F3
2478,2,4141,PC13CB69B
2479,2,4121,PCEC57A8E
2480,2,4832,PC34ECAB5
2481,2,4376,PCA283923
2482,2,4466,PC6E93A05
2483,2,4829,PCEC030F2
2484,2,4951,PCE9CE23F
2485,2,4102,PC8C9B099
2486,2,4246,PC95F5F6B
2487,4,4801,PC119E3A6
2488,2,4615,PC1ECBA39
2489,4,4748,PCF2ECD29
2490,4,4843,PC400DFFE
2491,2,4165,PC0D2B95C
2492,4,4023,PC77793DF
2493,2,4411,PC3AA93E6
2494,2,4078,PC8473A64
2495,2,4966,PC4E6422C
2496,2,4352,PC99B9343
2497,2,4514,PC374C341
2498,2,4457,PCFBF2259
2499,4,4491,PCA52F720
2500,2,4230,PC19CE0DB
2501,4,4712,PC94168A2
2502,2,4356,PCF1979AE
2503,2,4083,PC90346C9
2504,4,4129,PCA6127FF
2505,2,4545,PC419B1CB
2506,4,5002,PC585BD38
2507,2,4426,PCC0E943C
2508,4,4000,PC69C7DF3
2509,2,4350,PCEDD7E85
2510,2,4747,PC5E524A1
2511,2,4470,PCB4FF8FA
2512,2,4957,PC8DFFE65
2513,4,4789,PCBE8B2AB
2514,2,4637,PCE9C770E
2515,2,4668,PCBB055C6
2516,2,4583,PC0567192
2517,4,4697,PCFDB2BA6
2518,4,4453,PC5EC8DF5
2519,4,4816,PCB500A9F
2520,4,4373,PC8806694
2521,2,4648,PC576AD85
2522,2,4841,PCE45DE8D
2523,2,4734,PCE4C5D8E
2524,4,4166,PCE450C55
2525,2,4772,PC7368097
2526,2,4757,PC126524C
2527,2,4987,PCF4A9637
2528,2,4672,PC03AE86F
2529,4,4836,PCE78024A
2530,2,4414,PC40BD0F3
2531,2,4430,PC52EA95D
2532,2,4114,PC4CD2B81
2533,2,5007,PC869BDE8
2534,2,4932,PC46C4A27
2535,2,4082,PCF86214E
2536,4,4120,PC6700C62
2537,4,4198,PCB0994D1
2538,2,4891,PC57036DA
2539,2,4852,PC68969FB
2540,4,4600,PCB99E8F9
2541,2,4250,PCC695DB0
2542,2,4910,PC75BC2DF
2543,2,4769,PC10C50DC
2544,4,4626,PC93E7766
2545,2,4102,PC8C9B099
2546,2,4478,PCB02917E
2547,2,4074,PCCAFD014
2548,2,4376,PCA283923
2549,2,4479,PCCA36E4D
2550,4,4832,PC34ECAB5
2551,2,4553,PC1D57D7F
2552,4,4550,PC21A1833
2553,2,4564,PC29D136F
2554,2,4580,PC48664B7
2555,2,4333,PCCCAD2AC
2556,4,4285,PCB524A9F
2557,2,4497,PC76FDDEA
2558,2,4329,PCF9CCB5A
2559,2,4658,PC1A58039
2560,4,4898,PC0AE9E1B
2561,4,4139,PC924C594
2562,2,4081,PCC825DB2
2563,4,4194,PC96AD1EB
2564,2,4084,PC71D433F
2565,2,4281,PC2804C85
2566,2,4285,PCB524A9F
2567,2,4154,PC2C2EF9E
2568,4,4928,PC16E79D4
2569,2,4066,PC883FCA9
2570,2,4758,PCCE12794
2571,2,4679,PC88494D0
2572,2,4584,PC1085B78
2573,2,4372,PC1E0F3B6
2574,2,4801,PC119E3A6
2575,2,4695,PC4A5D62F
2576,2,4752,PC99A4177
2577,2,4826,PCE1DDBB4
2578,2,4786,PCB7F1F8A
2579,2,4219,PC40E6113
2580,2,4487,PCA92F2BD
2581,2,4586,PC4A40D50
2582,2,4516,PCF7F25B7
2583,4,4869,PCF775FA6
2584,2,4711,PC340B4DE
2585,2,4170,PC8CA1B15
2586,2,4141,PC13CB69B
2587,2,4627,PCA965149
2588,4,4782,PC6802C08
2589,2,4453,PC5EC8DF5
2590,2,4156,PC6BCA05F
2591,2,4462,PCE29AA1A
2592,2,4069,PCC48608C
2593,2,4113,PC78D4122
2594,2,4100,PCC6DD8D5
2595,4,4280,PC03A5F23
2596,2,4600,PCB99E8F9
2597,4,4154,PC2C2EF9E
2598,2,4428,PCB616FAD
2599,2,4613,PCEBBFFB5
2600,2,4179,PC5738A82
2601,2,4983,PCC3E4ADA
2602,2,4697,PCFDB2BA6
2603,4,4483,PC7F7FFF0
2604,2,4486,PC3AF69A3
2605,2,4990,PCFE28E92
2606,2,4871,PC397AFA3
2607,2,4996,PC6A4F55F
2608,2,4552,PC05BD3DF
2609,2,4941,PCA6403C1
2610,2,4794,PC4E1366E
2611,4,4747,PC5E524A1
2612,2,4022,PCF135377
2613,2,4835,PC4645718
2614,2,4025,PC5ABB8E4
2615,4,4750,PCD987A9D
2616,2,4481,PC30AAE76
2617,2,4809,PCAD363FC
2618,4,4353,PC79BCF60
2619,4,4023,PC77793DF
2620,4,4031,PC0214185
2621,2,4596,PC6558A56
2622,2,4442,PC05C2F86
2623,2,5008,PC48D61BB
2624,2,4209,PC494D54E
2625,2,4621,PC9FB4E82
2626,2,4238,PCE0A2A2F
2627,2,4619,PC2EFBBE0
2628,2,4641,PCAA9F518
2629,4,4520,PC8140983
2630,2,4723,PC20BD6E6
2631,2,4319,PCAD79413
2632,2,4867,PC5A6D86E
2633,4,4282,PCCE002E5
2634,2,4943,PC0A5DC1F
2635,2,4431,PC3A23C14
2636,2,4687,PC52E7369
2637,2,4475,PCCC0D001
2638,4,4325,PC8FC83B3
2639,2,4329,PCF9CCB5A
2640,2,4418,PCF6EECB2
2641,2,4741,PC85A4D4B
2642,2,4576,PC394C979
2643,2,4061,PC3A63A79
2644,2,4820,PCC30C735
2645,2,4055,PCA06B2F1
2646,2,4071,PCDBBCB68
2647,2,4906,PC3D58C5E
2648,2,4815,PC19C02F1
2649,2,4057,PC4B0DCD2
2650,2,4943,PC0A5DC1F
2651,2,4844,PCC48E3A8
2652,2,4419,PC99BB7A3
2653,4,4566,PC637A425
2654,2,4149,PC99F9ABD
2655,2,4288,PC12AA919
2656,2,4809,PCAD363FC
2657,2,4483,PC7F7FFF0
2658,2,4326,PC356AE8F
2659,4,4142,PC7ACFF7C
2660,4,4248,PC45EBEBC
2661,2,4718,PC81E83B9
2662,2,4718,PC81E83B9
2663,4,4110,PCF891CEB
2664,2,4200,PCBA86754
2665,2,4364,PCB33ACE8
2666,2,4947,PCE4A44BE
2667,2,4189,PC7655FC1
2668,2,4157,PC7305E43
2669,2,4738,PC06E9A80
2670,4,4044,PC3546931
2671,2,4206,PCAC34A40
2672,4,4361,PC2E0C888
2673,2,4907,PCCEEF65A
2674,2,4762,PC1A3D20B
2675,2,4386,PC948D5B2
2676,2,4323,PC1D9ADA9
2677,2,4493,PC124B4C0
2678,2,4425,PC41B834E
2679,4,4778,PCCCADDBD
2680,2,4564,PC29D136F
2681,2,4233,PC57279D0
2682,4,4883,PCB325DCD
2683,2,4207,PC76EDF79
2684,2,4971,PC0BD172F
2685,4,4158,PCAA68777
2686,2,4717,PC44877F1
2687,4,4996,PC6A4F55F
2688,2,4406,PC7A54E18
2689,2,4854,PCB6F1968
2690,2,4173,PC0EB640E
2691,4,4703,PC395ADCB
2692,4,4031,PC0214185
2693,2,4069,PCC48608C
2694,2,4691,PCFAB001F
2695,2,4889,PC3547FAD
2696,2,4872,PC5B45CE7
2697,2,4294,PC867796D
2698,2,4771,PC71FE98A
2699,2,4862,PC3BDDA71
2700,2,4898,PC0AE9E1B
2701,2,4894,PCDADB8C6
2702,2,4823,PC89A3BCF
2703,2,4910,PC75BC2DF
2704,2,4229,PCD0DDD3D
2705,2,4137,PC4FA703F
2706,2,4255,PCB7E7138
2707,2,4192,PC74F6341
2708,2,4461,PCACD9839
2709,2,4638,PCB7AC8AA
2710,2,4557,PC6C80A46
2711,2,4881,PCDE20E6F
2712,2,4688,PCCB4C86D
2713,2,4801,PC119E3A6
2714,2,4574,PCC1F6F13
2715,2,4275,PC1DA31F7
2716,4,4040,PCB335328
2717,2,4419,PC99BB7A3
2718,2,4990,PCFE28E92
2719,4,4257,PC1AB9C93
2720,2,4919,PC7A3A5CF
2721,2,4614,PC08910B7
2722,2,4505,PCEF64195
2723,2,4035,PC1B1D964
2724,2,4073,PCA3797CA
2725,2,4925,PCE5E04A2
2726,2,4771,PC71FE98A
2727,2,4670,PC2BE6D87
2728,4,4652,PC74A3585
2729,2,4876,PCDFCFF53
2730,2,4039,PC73BE1E2
2731,2,4477,PCA857A23
2732,2,4433,PC1DEB043
2733,2,4981,PC6B14C5D
2734,2,4054,PC7E79FA0
2735,2,4003,PC83F544D
2736,2,4086,PC23E470D
2737,4,4264,PC9DFEBB0
2738,2,4158,PCAA68777
2739,2,4739,PC07289CF
2740,2,4626,PC93E7766
2741,2,4458,PCECEBBFA
2742,2,4219,PC40E6113
2743,2,4329,PCF9CCB5A
2744,2,4108,PC7C55512
2745,4,4912,PC526B1EC
2746,2,4226,PCDC5C9E2
2747,4,4781,PC0D83A1E
2748,2,4379,PC87C8BC4
2749,2,4707,PC98F856D
2750,2,4705,PC174C464
2751,4,4379,PC87C8BC4
2752,4,4386,PC948D5B2
2753,2,4923,PC8A7A22A
2754,4,4143,PC5F47DCF
2755,2,4496,PC3FD65C8
2756,4,4878,PC08F56A1
2757,2,4989,PC7D7AE48
2758,2,4190,PCDFC1E11
2759,4,4130,PC9F22103
2760,4,4682,PCBB02F92
2761,2,4901,PCE32D2F9
2762,2,4882,PC8616CD8
2763,2,4187,PCF8D98DC
2764,2,4626,PC93E7766
2765,2,4262,PCCB12F8C
2766,2,4097,PCB1B5BEC
2767,4,4678,PCD175301
2768,2,4551,PCCA5979C
2769,2,4322,PC262D624
2770,2,4541,PCC6A4CD8
2771,2,4448,PC19F3DBB
2772,4,4855,PC03C5C15
2773,2,4032,PC578F087
2774,4,4661,PC1585DF2
2775,4,4649,PCC3608EC
2776,2,4104,PC0A63844
2777,2,4892,PC7AA5B2F
2778,2,4635,PC3C8B99E
2779,2,4450,PC0B2B03E
2780,4,4482,PCB6A16D7
2781,2,4370,PC70B7987
2782,2,4057,PC4B0DCD2
2783,2,4402,PC85224D1
2784,2,4933,PC419F41D
2785,2,4044,PC3546931
2786,2,4886,PC4D892D7
2787,2,4053,PC5F1CD83
2788,4,4682,PCBB02F92
2789,4,4631,PCFFF6463
2790,2,4432,PC4CBEFF5
2791,4,4964,PC52C0F45
2792,2,4088,PC14008D5
2793,2,4699,PC2C1B987
2794,2,4765,PC795A0A3
2795,2,4942,PCD51A740
2796,2,4234,PC5EBC1E1
2797,2,4375,PCAE085FE
2798,4,4143,PC5F47DCF
2799,2,4603,PC485BE5B
2800,2,4629,PCC5E1C04
2801,4,4513,PC52F533C
2802,2,4465,PCA227C6B
2803,2,4499,PC1EEDA04
2804,4,4144,PCAC7E4C1
2805,4,4481,PC30AAE76
2806,2,4136,PCA579A65
2807,2,4271,PC28E44E2
2808,4,4129,PCA6127FF
2809,2,4004,PCB278A8B
2810,4,4719,PCBD66B01
2811,2,4122,PC8ED616E
2812,2,4498,PCA770E5A
2813,2,4625,PC186BCA8
2814,2,4497,PC76FDDEA
2815,2,4131,PC4C9B108
2816,2,4978,PCF0B5E85
2817,2,4837,PCA10FFA0
2818,4,4876,PCDFCFF53
2819,4,4459,PCD9CAD56
2820,4,4243,PCC4F7DCE
2821,2,4698,PC8BCEB19
2822,4,4477,PCA857A23
2823,2,4363,PC62E1338
2824,4,4719,PCBD66B01
2825,4,4766,PCE36658B
2826,2,4664,PC52D063A
2827,4,4768,PC7BEFC3B
2828,2,4218,PC8DF4919
2829,2,4831,PC0EC3E54
2830,2,4012,PCEF5C190
2831,2,4977,PCB077F18
2832,2,4089,PC3CCA187
2833,2,4231,PC016D687
2834,4,4899,PC4967767
2835,2,4976,PC5149039
2836,2,4850,PC4061987
2837,4,4572,PCC9756B2
2838,4,4820,PCC30C735
2839,2,4228,PC4F78F1B
2840,2,4402,PC85224D1
2841,2,4216,PC53B475D
2842,4,4331,PC47300D9
2843,2,4402,PC85224D1
2844,2,4046,PCAC345FD
2845,2,4926,PCCBCFEDE
2846,2,4283,PC953B572
2847,2,4275,PC1DA31F7
2848,4,4564,PC29D136F
2849,2,4841,PCE45DE8D
2850,2,4975,PC818101A
2851,2,4306,PC5D6563A
2852,2,4349,PC5AB6779
2853,4,5006,PC7A260F1
2854,2,4050,PC822E359
2855,2,4016,PCCD7399B
2856,2,4963,PC704EF75
2857,2,4901,PCE32D2F9
2858,2,4910,PC75BC2DF
2859,2,4902,PC425C6EC
2860,4,4838,PCEECD973
2861,2,4124,PC3338D42
2862,2,4133,PC30FC453
2863,2,4907,PCCEEF65A
2864,2,4426,PCC0E943C
2865,2,4119,PC9EBEDB5
2866,2,4115,PCF5D4B0A
2867,2,4119,PC9EBEDB5
2868,2,4057,PC4B0DCD2
2869,2,4007,PCDF9F773
2870,2,4781,PC0D83A1E
2871,2,4566,PC637A425
2872,2,4039,PC73BE1E2
2873,2,4068,PC55432DA
2874,2,4488,PC19D06B0
2875,2,4762,PC1A3D20B
2876,2,4637,PCE9C770E
2877,2,4623,PCAA67227
2878,2,4030,PCA8A9AA8
2879,2,4978,PCF0B5E85
2880,2,4579,PC926F0A9
2881,4,4998,PCD9C5406
2882,2,4268,PC6CC51DA
2883,2,4878,PC08F56A1
2884,2,4075,PC2125618
2885,2,4669,PC36675CE
2886,4,4324,PC9C3D708
2887,2,4894,PCDADB8C6
2888,2,4611,PC2EBEAB9
2889,2,4557,PC6C80A46
2890,2,4604,PC0553E32
2891,2,4813,PCACF7982
2892,2,4564,PC29D136F
2893,2,4985,PCCA71D2C
2894,2,4993,PC0F0AB4E
2895,2,4473,PC51FDD60
2896,2,4395,PC6F25DF0
2897,4,4789,PCBE8B2AB
2898,2,4070,PCEECA8B2
2899,4,5000,PCFE7F7FE
2900,2,4887,PC81776BA
2901,2,4011,PC680DEC6
2902,2,4845,PCEEC0DB3
2903,2,4251,PCB30E45F
2904,2,4949,PC86E9EB7
2905,2,4430,PC52EA95D
2906,2,4308,PC94E7A96
2907,2,4559,PC93AAEC9
2908,2,4092,PC40C2E00
2909,2,4738,PC06E9A80
2910,2,4538,PCDE5402C
2911,2,4024,PC91E3A87
2912,2,4586,PC4A40D50
2913,2,4411,PC3AA93E6
2914,2,4783,PC9889263
2915,2,4502,PCB2CC82C
2916,2,4754,PC99AE725
2917,2,4452,PC8C7C5D7
2918,2,4975,PC818101A
2919,2,4138,PC79E328A
2920,4,4892,PC7AA5B2F
2921,4,4823,PC89A3BCF
2922,2,4978,PCF0B5E85
2923,4,4714,PC9B747F8
2924,4,4393,PC93CE517
2925,2,4877,PC155D90A
2926,2,4687,PC52E7369
2927,2,4718,PC81E83B9
2928,2,4027,PCE7A4F34
2929,2,4962,PCF858E11
2930,2,4665,PCF63C15F
2931,4,4728,PC07BF95F
2932,2,4018,PCCB2657A
2933,2,4904,PC36C6441
2934,2,4228,PC4F78F1B
2935,4,4785,PC787D664
2936,2,4162,PC51A39A7
2937,2,4253,PC82A16E6
2938,2,4361,PC2E0C888
2939,2,4243,PCC4F7DCE
2940,2,4608,PCACD1BEE
2941,4,4697,PCFDB2BA6
2942,4,4884,PC3FB1BB6
2943,4,4846,PCBABD060
2944,2,4151,PC0AB2B55
2945,2,4877,PC155D90A
2946,2,4062,PCDA37101
2947,2,4740,PC04EDDB4
2948,4,4183,PCF5E7754
2949,4,4370,PC70B7987
2950,2,4494,PC1592ACA
2951,2,4339,PCDE1D204
2952,2,4136,PCA579A65
2953,2,5003,PCAC9371E
2954,2,4333,PCCCAD2AC
2955,2,4436,PC0CF9451
2956,2,4385,PC148C815
2957,2,4942,PCD51A740
2958,2,4023,PC77793DF
2959,2,4042,PC5D4DE09
2960,2,4647,PCDD56814
2961,2,4610,PCA4D3E9B
2962,2,4319,PCAD79413
2963,2,4532,PC8DD921E
2964,2,4866,PC3137434
2965,2,4397,PCB070250
2966,4,4348,PCD66314D
2967,2,4857,PC59F4E22
2968,2,4151,PC0AB2B55
2969,2,4518,PCC7B407A
2970,2,4622,PCF31BD97
2971,2,4338,PC6203962
2972,4,4757,PC126524C
2973,2,4691,PCFAB001F
2974,2,4981,PC6B14C5D
2975,2,4048,PC1FE6483
2976,2,4781,PC0D83A1E
2977,2,4115,PCF5D4B0A
2978,2,4412,PC821BC98
2979,2,4682,PCBB02F92
2980,2,4298,PC3E474F6
2981,2,4467,PCF5E0389
2982,2,4604,PC0553E32
2983,2,4909,PCDED6F20
2984,2,4111,PC07F012A
2985,2,4928,PC16E79D4
2986,2,4483,PC7F7FFF0
2987,4,4852,PC68969FB
2988,2,4827,PC7D68CD9
2989,4,4666,PCE8CBA37
2990,2,4692,PC1CDFCF6
2991,2,4501,PC5D41947
2992,4,4930,PC22F748B
2993,2,4778,PCCCADDBD
2994,4,4672,PC03AE86F
2995,2,4097,PCB1B5BEC
2996,2,4033,PC783B5FC
2997,2,4519,PC92A6471
2998,4,4790,PC2387B02
2999,2,4390,PC983A913
3000,2,4107,PC7607A5D
3001,2,4482,PCB6A16D7
3002,2,4811,PCBF83C7A
3003,2,4580,PC48664B7
3004,2,4729,PC5170BF4
3005,4,4256,PC9DD0BBD
3006,2,4204,PC5881E06
3007,2,4713,PCD4A1214
3008,2,4120,PC6700C62
3009,2,4076,PC47B8825
3010,2,4620,PC43973F9
3011,2,4829,PCEC030F2
3012,2,4865,PCCACA741
3013,2,4686,PCD6E5E77
3014,2,4448,PC19F3DBB
3015,4,4484,PCEF56843
3016,2,4565,PC388BB83
3017,4,4530,PCA33A9A8
3018,4,4386,PC948D5B2
3019,2,4085,PC6150735
3020,2,4828,PCF712D1A
3021,4,4912,PC526B1EC
3022,4,4630,PCA26D872
3023,4,4531,PC857F4A0
3024,4,4343,PC0F6325D
3025,2,4084,PC71D433F
3026,2,4618,PC8F4AF85
3027,2,4234,PC5EBC1E1
3028,4,4025,PC5ABB8E4
3029,2,4681,PCBEB4D23
3030,2,4141,PC13CB69B
3031,4,4144,PCAC7E4C1
3032,2,4103,PC2B868A9
3033,2,4456,PC8DFF744
3034,2,4753,PC6AA246E
3035,2,4858,PC94DC1E6
3036,2,4641,PCAA9F518
3037,2,4297,PCDE89544
3038,2,4474,PCFEAE55E
3039,4,4963,PC704EF75
3040,4,4337,PCCF6A454
3041,2,4440,PCBE1B45D
3042,2,4195,PC308070B
3043,2,4005,PCB3DF742
3044,2,4704,PC47FBB07
3045,2,5004,PC2111CF9
3046,2,4578,PC90D44D0
3047,2,4560,PC5030572
3048,2,4226,PCDC5C9E2
3049,2,4968,PC251D4C1
3050,2,4111,PC07F012A
3051,2,4101,PCCC8F243
3052,2,4303,PC2E2E0C0
3053,2,4679,PC88494D0
3054,2,4802,PCBDD55F1
3055,2,4546,PCEF3EBBC
3056,2,4514,PC374C341
3057,2,4789,PCBE8B2AB
3058,2,4829,PCEC030F2
3059,2,4484,PCEF56843
3060,2,4143,PC5F47DCF
3061,2,4410,PC6EFC03B
3062,2,4013,PCE5BA2CE
3063,4,4869,PCF775FA6
3064,2,4815,PC19C02F1
3065,2,4078,PC8473A64
3066,4,4813,PCACF7982
3067,2,4208,PC1E49F6B
3068,2,4135,PCC943ECD
3069,2,4725,PCB905D54
3070,4,4556,PC18C31F6
3071,4,4800,PCA4DF48A
3072,4,4562,PC4C95CA2
3073,2,4781,PC0D83A1E
3074,4,4318,PCAD89FE3
3075,4,4846,PCBABD060
3076,4,4849,PCF764517
3077,2,4409,PC44E2F09
3078,2,4740,PC04EDDB4
3079,2,4089,PC3CCA187
3080,2,4300,PC666483B
3081,2,4953,PC1E2B07E
3082,2,4037,PC0A50259
3083,2,4336,PCD30AB50
3084,2,4750,PCD987A9D
3085,2,4171,PC36C9AE8
3086,2,4088,PC14008D5
3087,2,4538,PCDE5402C
3088,2,4577,PC8FE0901
3089,2,4211,PC0AB9251
3090,2,4658,PC1A58039
3091,2,4064,PC0B32B5B
3092,2,4537,PC10C700F
3093,4,4850,PC4061987
3094,2,4559,PC93AAEC9
3095,2,4581,PCC347465
3096,2,4886,PC4D892D7
3097,2,4423,PCF9F4940
3098,4,4311,PC7F02ED3
3099,2,4622,PCF31BD97
3100,4,4854,PCB6F1968
3101,2,4240,PC72FE04B
3102,4,4035,PC1B1D964
3103,2,4774,PCEBE834B
3104,4,4490,PC89C1789
3105,2,4715,PCFA0E4C0
3106,4,4968,PC251D4C1
3107,2,4621,PC9FB4E82
3108,2,4907,PCCEEF65A
3109,4,4477,PCA857A23
3110,4,4069,PCC48608C
3111,4,4044,PC3546931
3112,2,4566,PC637A425
3113,2,4107,PC7607A5D
3114,2,4176,PC11E9595
3115,2,4497,PC76FDDEA
3116,2,4668,PCBB055C6
3117,2,4664,PC52D063A
3118,2,4328,PC3777B8E
3119,2,4778,PCCCADDBD
3120,2,4368,PC909A324
3121,4,4108,PC7C55512
3122,4,4419,PC99BB7A3
3123,2,4160,PC6DC0ACF
3124,2,4684,PCA76178F
3125,2,4045,PCE952492
3126,2,4481,PC30AAE76
3127,2,4144,PCAC7E4C1
3128,2,4409,PC44E2F09
3129,4,4073,PCA3797CA
3130,4,4154,PC2C2EF9E
3131,2,4252,PCA32686D
3132,4,4967,PC2AFCB31
3133,2,4059,PC06E8A1C
3134,2,4779,PCC8FE9C6
3135,2,4660,PCB86D2E1
3136,4,4204,PC5881E06
3137,4,4327,PC16F59EC
3138,2,4796,PCEBEEE05
3139,4,4471,PC7E4F42A
3140,4,4820,PCC30C735
3141,2,4733,PC797AEBF
3142,4,4914,PC2F353E1
3143,4,4530,PCA33A9A8
3144,2,4570,PCAE45EC0
3145,2,4418,PCF6EECB2
3146,2,4000,PC69C7DF3
3147,2,4597,PCBDB8BB6
3148,2,4602,PC0D3474E
3149,2,4222,PC15EC378
3150,2,4781,PC0D83A1E
3151,2,4326,PC356AE8F
3152,4,4021,PC851E565
3153,2,4882,PC8616CD8
3154,4,4035,PC1B1D964
3155,2,4753,PC6AA246E
3156,4,4954,PCA276EBB
3157,2,4695,PC4A5D62F
3158,2,4627,PCA965149
3159,2,4920,PC42A3AB0
3160,2,4204,PC5881E06
3161,4,4838,PCEECD973
3162,2,4528,PC1269226
3163,2,4540,PC5CAF0A7
3164,4,4327,PC16F59EC
3165,2,4915,PC86B0D7B
3166,2,4252,PCA32686D
3167,2,4421,PCED2DB6F
3168,2,4988,PC46BE0B2
3169,2,4660,PCB86D2E1
3170,4,4024,PC91E3A87
3171,2,4798,PC17F8052
3172,4,4654,PCBA5D8AB
3173,2,4231,PC016D687
3174,4,4905,PCE1EA438
3175,2,4162,PC51A39A7
3176,4,4892,PC7AA5B2F
3177,2,4755,PC628DCED
3178,2,4005,PCB3DF742
3179,2,4926,PCCBCFEDE
3180,2,4018,PCCB2657A
3181,2,4411,PC3AA93E6
3182,4,4297,PCDE89544
3183,2,4061,PC3A63A79
3184,2,4490,PC89C1789
3185,2,4431,PC3A23C14
3186,2,4582,PC98750ED
3187,2,4161,PCF8F6133
3188,2,4104,PC0A63844
3189,2,4624,PCDF73A3C
3190,2,4106,PC9764C98
3191,2,4129,PCA6127FF
3192,2,4203,PC5295A46
3193,2,4737,PCED7EAFE
3194,2,4922,PC785D63F
3195,2,4475,PCCC0D001
3196,4,4083,PC90346C9
3197,2,4088,PC14008D5
3198,2,4717,PC44877F1
3199,2,4078,PC8473A64
3200,4,4433,PC1DEB043
3201,4,4240,PC72FE04B
3202,2,4920,PC42A3AB0
3203,4,4391,PCCFD9AB6
3204,2,4503,PC69DE15C
3205,2,4246,PC95F5F6B
3206,4,4602,PC0D3474E
3207,2,4771,PC71FE98A
3208,4,4398,PCE60D320
3209,2,4237,PC51D1059
3210,2,4612,PC871C1FC
3211,2,4322,PC262D624
3212,2,4458,PCECEBBFA
3213,2,4193,PC0282AE7
3214,2,4006,PCD8D05D7
3215,4,4549,PC2F1A066
3216,2,4266,PC39B17A9
3217,2,4524,PCF8BB245
3218,4,4557,PC6C80A46
3219,2,4588,PC3172195
3220,2,4297,PCDE89544
3221,2,4000,PC69C7DF3
3222,2,4299,PCAD3B9BC
3223,2,4606,PC0C535B6
3224,2,4945,PC95BD14B
3225,2,4647,PCDD56814
3226,2,4359,PCB27CFF1
3227,2,4571,PC2308E9E
3228,4,4788,PC00AE965
3229,2,4179,PC5738A82
3230,2,4483,PC7F7FFF0
3231,4,4901,PCE32D2F9
3232,2,4800,PCA4DF48A
3233,2,4399,PCCA288FE
3234,2,4668,PCBB055C6
3235,2,4171,PC36C9AE8
3236,2,4439,PC845CEA6
3237,2,4468,PC040ADB3
3238,2,4024,PC91E3A87
3239,2,4491,PCA52F720
3240,4,4272,PC09BDC08
3241,2,4219,PC40E6113
3242,2,4950,PC4F71E72
3243,2,4131,PC4C9B108
3244,2,4170,PC8CA1B15
3245,2,4066,PC883FCA9
3246,4,4349,PC5AB6779
3247,4,4001,PC58105BF
3248,4,4986,PC9787B8A
3249,2,4612,PC871C1FC
3250,2,4013,PCE5BA2CE
3251,2,4325,PC8FC83B3
3252,4,4945,PC95BD14B
3253,2,4531,PC857F4A0
