Rowid,Payment_type,Vehicle_code
1302,PTP,VC965
1303,PTP,VCB43
1304,PTC,VCD2F
1305,PTE,VC965
1306,PTE,VC965
1307,PTC,VC965
1308,PTC,VCB43
1309,PTE,VCD2F
1310,PTC,VCB43
1311,PTP,VC965
1312,PTC,VCD2F
1313,PTP,VCB43
1314,PTE,VC965
1315,PTP,VC965
1316,PTP,VC965
1317,PTC,VCD2F
1318,PTE,VCD2F
1319,PTC,VC965
1320,PTC,VCD2F
1321,PTP,VCB43
1322,PTP,VC965
1323,PTC,VCB43
1324,PTC,VC965
1325,PTC,VCB43
1326,PTE,VC965
1327,PTE,VCB43
1328,PTC,VC965
1329,PTC,VC965
1330,PTE,VC965
1331,PTP,VC965
1332,PTP,VC965
1333,PTE,VC965
1334,PTC,VC965
1335,PTP,VC965
1336,PTE,VC965
1337,PTE,VC965
1338,PTE,VC965
1339,PTP,VC965
1340,PTE,VCB43
1341,PTP,VC965
1342,PTC,VCB43
1343,PTP,VC965
1344,PTE,VC965
1345,PTC,VC965
1346,PTE,VC965
1347,PTE,VCB43
1348,PTP,VCB43
1349,PTC,VC965
1350,PTC,VC965
1351,PTP,VCB43
1352,PTE,VC965
1353,PTE,VC965
1354,PTC,VC965
1355,PTE,VCD2F
1356,PTE,VC965
1357,PTE,VC965
1358,PTP,VC965
1359,PTC,VC965
1360,PTC,VC965
1361,PTE,VC965
1362,PTC,VCD2F
1363,PTC,VCD2F
1364,PTC,VC965
1365,PTP,VC965
1366,PTC,VC965
1367,PTC,VCD2F
1368,PTE,VC965
1369,PTP,VCB43
1370,PTE,VC965
1371,PTE,VC965
1372,PTP,VCD2F
1373,PTE,VC965
1374,PTC,VC965
1375,PTC,VCB43
1376,PTE,VC965
1377,PTE,VCB43
1378,PTE,VCB43
1379,PTE,VC965
1380,PTP,VC965
1381,PTP,VCB43
1382,PTC,VCD2F
1383,PTC,VCB43
1384,PTE,VCB43
1385,PTE,VCB43
1386,PTP,VC965
1387,PTP,VC965
1388,PTE,VC965
1389,PTE,VCB43
1390,PTE,VC965
1391,PTE,VCB43
1392,PTP,VCB43
1393,PTC,VC965
1394,PTP,VC965
1395,PTC,VCD2F
1396,PTC,VC965
1397,PTE,VCB43
1398,PTE,VC965
1399,PTE,VC965
1400,PTC,VC965
1401,PTE,VC965
1402,PTE,VC965
1403,PTE,VC965
1404,PTC,VCD2F
1405,PTC,VC965
1406,PTE,VC965
1407,PTP,VC965
1408,PTE,VCB43
1409,PTC,VCB43
1410,PTE,VC965
1411,PTC,VC965
1412,PTP,VCB43
1413,PTC,VC965
1414,PTE,VC965
1415,PTC,VC965
1416,PTP,VC965
1417,PTE,VC965
1418,PTC,VCB43
1419,PTE,VC965
1420,PTP,VC965
1421,PTE,VC965
1422,PTC,VC965
1423,PTP,VC965
1424,PTC,VCB43
1425,PTE,VCB43
1426,PTP,VCB43
1427,PTC,VCD2F
1428,PTC,VC965
1429,PTC,VC965
1430,PTP,VC965
1431,PTE,VC965
1432,PTP,VC965
1433,PTE,VC965
1434,PTE,VC965
1435,PTC,VCD2F
1436,PTP,VC965
1437,PTC,VC965
1438,PTP,VCB43
1439,PTP,VC965
1440,PTE,VC965
1441,PTE,VCD2F
1442,PTE,VCB43
1443,PTP,VC965
1444,PTC,VCB43
1445,PTC,VC965
1446,PTE,VCD2F
1447,PTE,VCB43
1448,PTC,VC965
1449,PTE,VC965
1450,PTP,VC965
1451,PTC,VC965
1452,PTE,VC965
1453,PTP,VC965
1454,PTE,VC965
1455,PTP,VC965
1456,PTE,VCB43
1457,PTP,VCB43
1458,PTE,VC965
1459,PTC,VCD2F
1460,PTE,VC965
1461,PTE,VC965
1462,PTC,VC965
1463,PTE,VCB43
1464,PTP,VCB43
1465,PTE,VC965
1466,PTP,VC965
1467,PTE,VC965
1468,PTP,VC965
1469,PTC,VC965
1470,PTC,VCB43
1471,PTP,VCD2F
1472,PTE,VC965
1473,PTP,VC965
1474,PTE,VC965
1475,PTP,VC965
1476,PTP,VC965
1477,PTC,VCB43
1478,PTE,VC965
1479,PTC,VCD2F
1480,PTE,VCB43
1481,PTP,VC965
1482,PTP,VC965
1483,PTP,VCB43
1484,PTC,VCD2F
1485,PTP,VC965
1486,PTE,VCB43
1487,PTP,VC965
1488,PTC,VCD2F
1489,PTP,VC965
1490,PTE,VCD2F
1491,PTC,VCB43
1492,PTP,VC965
1493,PTC,VC965
1494,PTC,VC965
1495,PTE,VCB43
1496,PTE,VC965
1497,PTC,VC965
1498,PTP,VCD2F
1499,PTP,VCB43
1500,PTP,VC965
1501,PTP,VC965
1502,PTP,VC965
1503,PTC,VC965
1504,PTP,VC965
1505,PTP,VC965
1506,PTP,VC965
1507,PTC,VCD2F
1508,PTE,VC965
1509,PTC,VCB43
1510,PTE,VC965
1511,PTE,VC965
1512,PTC,VC965
1513,PTE,VC965
1514,PTP,VCB43
1515,PTE,VC965
1516,PTP,VCD2F
1517,PTE,VCB43
1518,PTE,VC965
1519,PTP,VC965
1520,PTC,VCD2F
1521,PTE,VC965
1522,PTC,VC965
1523,PTE,VCB43
1524,PTE,VC965
1525,PTC,VC965
1526,PTP,VC965
1527,PTC,VC965
1528,PTP,VCD2F
1529,PTC,VC965
1530,PTP,VC965
1531,PTP,VC965
1532,PTE,VC965
1533,PTC,VC965
1534,PTC,VC965
1535,PTP,VC965
1536,PTE,VC965
1537,PTE,VCB43
1538,PTP,VC965
1539,PTP,VC965
1540,PTE,VCB43
1541,PTC,VC965
1542,PTE,VC965
1543,PTE,VCD2F
1544,PTE,VCB43
1545,PTC,VC965
1546,PTE,VC965
1547,PTC,VCB43
1548,PTC,VC965
1549,PTC,VCB43
1550,PTE,VC965
1551,PTC,VC965
1552,PTP,VCD2F
1553,PTE,VC965
1554,PTE,VCB43
1555,PTC,VC965
1556,PTP,VC965
1557,PTE,VC965
1558,PTP,VCD2F
1559,PTC,VC965
1560,PTC,VC965
1561,PTP,VC965
1562,PTC,VC965
1563,PTC,VC965
1564,PTE,VC965
1565,PTC,VC965
1566,PTC,VCD2F
1567,PTP,VC965
1568,PTE,VC965
1569,PTC,VCD2F
1570,PTP,VC965
1571,PTC,VC965
1572,PTE,VCB43
1573,PTE,VC965
1574,PTC,VCB43
1575,PTP,VC965
1576,PTC,VC965
1577,PTE,VCB43
1578,PTC,VCD2F
1579,PTP,VC965
1580,PTC,VCD2F
1581,PTC,VCD2F
1582,PTE,VC965
1583,PTE,VC965
1584,PTP,VC965
1585,PTP,VCD2F
1586,PTC,VCD2F
1587,PTC,VC965
1588,PTP,VCD2F
1589,PTE,VCD2F
1590,PTC,VCD2F
1591,PTP,VC965
1592,PTC,VCB43
1593,PTE,VC965
1594,PTP,VC965
1595,PTC,VC965
1596,PTC,VCB43
1597,PTC,VCB43
1598,PTP,VCD2F
1599,PTP,VCD2F
1600,PTP,VCB43
1601,PTC,VC965
1602,PTP,VC965
1603,PTE,VC965
1604,PTC,VCB43
1605,PTC,VC965
1606,PTC,VCD2F
1607,PTE,VCB43
1608,PTP,VC965
1609,PTP,VC965
1610,PTP,VC965
1611,PTE,VCD2F
1612,PTE,VC965
1613,PTP,VC965
1614,PTE,VC965
1615,PTP,VCD2F
1616,PTC,VC965
1617,PTE,VCB43
1618,PTC,VC965
1619,PTE,VCD2F
1620,PTC,VCD2F
1621,PTC,VCD2F
1622,PTP,VC965
1623,PTP,VC965
1624,PTE,VCB43
1625,PTE,VCD2F
1626,PTE,VCB43
1627,PTP,VC965
1628,PTC,VCB43
1629,PTE,VCB43
1630,PTC,VC965
1631,PTP,VCB43
1632,PTC,VCD2F
1633,PTP,VC965
1634,PTE,VC965
1635,PTC,VC965
1636,PTP,VC965
1637,PTP,VC965
1638,PTP,VC965
1639,PTC,VC965
1640,PTE,VC965
1641,PTC,VC965
1642,PTE,VCB43
1643,PTE,VCB43
1644,PTP,VC965
1645,PTC,VC965
1646,PTC,VC965
1647,PTC,VC965
1648,PTE,VCD2F
1649,PTC,VC965
1650,PTC,VC965
1651,PTP,VC965
1652,PTE,VCD2F
1653,PTC,VC965
1654,PTP,VC965
1655,PTC,VCB43
1656,PTP,VC965
1657,PTE,VC965
1658,PTC,VC965
1659,PTP,VCB43
1660,PTC,VCD2F
1661,PTE,VC965
1662,PTP,VC965
1663,PTP,VCB43
1664,PTP,VCB43
1665,PTE,VC965
1666,PTE,VC965
1667,PTE,VCB43
1668,PTP,VCD2F
1669,PTC,VCD2F
1670,PTE,VCB43
1671,PTE,VCB43
1672,PTC,VCB43
1673,PTE,VC965
1674,PTE,VCB43
1675,PTC,VC965
1676,PTE,VCB43
1677,PTP,VC965
1678,PTC,VC965
1679,PTC,VC965
1680,PTP,VCB43
1681,PTE,VC965
1682,PTE,VCB43
1683,PTC,VC965
1684,PTP,VC965
1685,PTC,VC965
1686,PTC,VCB43
1687,PTC,VC965
1688,PTE,VCB43
1689,PTP,VC965
1690,PTP,VCD2F
1691,PTC,VC965
1692,PTE,VCD2F
1693,PTE,VC965
1694,PTE,VCD2F
1695,PTC,VC965
1696,PTE,VC965
1697,PTP,VC965
1698,PTE,VC965
1699,PTE,VC965
1700,PTP,VCD2F
1701,PTP,VCD2F
1702,PTC,VC965
1703,PTP,VC965
1704,PTP,VCB43
1705,PTC,VCD2F
1706,PTE,VC965
1707,PTP,VCD2F
1708,PTC,VC965
1709,PTE,VC965
1710,PTE,VC965
1711,PTP,VC965
1712,PTE,VCB43
1713,PTC,VCD2F
1714,PTE,VC965
1715,PTP,VCB43
1716,PTC,VC965
1717,PTE,VCB43
1718,PTP,VC965
1719,PTC,VCB43
1720,PTP,VC965
1721,PTP,VCD2F
1722,PTE,VC965
1723,PTP,VC965
1724,PTP,VCB43
1725,PTC,VC965
1726,PTP,VCB43
1727,PTP,VC965
1728,PTE,VCD2F
1729,PTE,VC965
1730,PTE,VC965
1731,PTP,VCB43
1732,PTC,VC965
1733,PTP,VCD2F
1734,PTC,VC965
1735,PTE,VCB43
1736,PTC,VCD2F
1737,PTE,VC965
1738,PTC,VC965
1739,PTP,VC965
1740,PTE,VC965
1741,PTP,VC965
1742,PTE,VC965
1743,PTP,VC965
1744,PTE,VCB43
1745,PTP,VCB43
1746,PTC,VC965
1747,PTC,VC965
1748,PTP,VC965
1749,PTP,VC965
1750,PTE,VCB43
1751,PTP,VCB43
1752,PTP,VCB43
1753,PTP,VC965
1754,PTE,VC965
1755,PTE,VC965
1756,PTC,VC965
1757,PTE,VCB43
1758,PTC,VCB43
1759,PTC,VC965
1760,PTP,VCB43
1761,PTC,VC965
1762,PTE,VC965
1763,PTE,VC965
1764,PTC,VC965
1765,PTE,VCD2F
1766,PTE,VCD2F
1767,PTC,VC965
1768,PTE,VC965
1769,PTC,VC965
1770,PTE,VC965
1771,PTE,VC965
1772,PTC,VC965
1773,PTP,VC965
1774,PTE,VCD2F
1775,PTC,VC965
1776,PTP,VC965
1777,PTE,VC965
1778,PTP,VCD2F
1779,PTC,VC965
1780,PTE,VC965
1781,PTP,VC965
1782,PTE,VCD2F
1783,PTP,VC965
1784,PTE,VC965
1785,PTE,VC965
1786,PTP,VC965
1787,PTC,VC965
1788,PTC,VCD2F
1789,PTP,VC965
1790,PTP,VC965
1791,PTE,VC965
1792,PTP,VC965
1793,PTE,VCB43
1794,PTE,VCB43
1795,PTE,VC965
1796,PTE,VCB43
1797,PTP,VCB43
1798,PTC,VCD2F
1799,PTC,VC965
1800,PTC,VCB43
1801,PTP,VC965
1802,PTP,VC965
1803,PTC,VCB43
1804,PTC,VCB43
1805,PTP,VC965
1806,PTE,VC965
1807,PTP,VC965
1808,PTP,VCD2F
1809,PTP,VCB43
1810,PTC,VCD2F
1811,PTE,VCD2F
1812,PTP,VC965
1813,PTE,VC965
1814,PTC,VC965
1815,PTE,VC965
1816,PTP,VC965
1817,PTP,VC965
1818,PTE,VC965
1819,PTC,VC965
1820,PTC,VCD2F
1821,PTC,VC965
1822,PTC,VCB43
1823,PTE,VC965
1824,PTC,VCB43
1825,PTE,VC965
1826,PTC,VC965
1827,PTP,VCB43
1828,PTE,VC965
1829,PTE,VC965
1830,PTC,VCB43
1831,PTE,VC965
1832,PTC,VCD2F
1833,PTP,VCB43
1834,PTP,VCD2F
1835,PTE,VC965
1836,PTC,VCD2F
1837,PTC,VC965
1838,PTE,VC965
1839,PTC,VC965
1840,PTP,VC965
1841,PTE,VC965
1842,PTC,VCB43
1843,PTP,VCB43
1844,PTP,VCB43
1845,PTC,VCB43
1846,PTE,VC965
1847,PTE,VC965
1848,PTC,VC965
1849,PTC,VC965
1850,PTC,VC965
1851,PTP,VC965
1852,PTP,VC965
1853,PTP,VC965
1854,PTC,VCB43
1855,PTE,VCB43
1856,PTC,VC965
1857,PTE,VCD2F
1858,PTE,VC965
1859,PTP,VC965
1860,PTC,VC965
1861,PTE,VCB43
1862,PTC,VC965
1863,PTP,VCB43
1864,PTC,VC965
1865,PTE,VC965
1866,PTP,VC965
1867,PTE,VCB43
1868,PTP,VCB43
1869,PTC,VC965
1870,PTC,VCB43
1871,PTC,VC965
1872,PTP,VC965
1873,PTP,VCB43
1874,PTP,VC965
1875,PTC,VCB43
1876,PTE,VC965
1877,PTE,VC965
1878,PTE,VC965
1879,PTP,VC965
1880,PTP,VC965
1881,PTP,VCB43
1882,PTE,VCB43
1883,PTP,VC965
1884,PTC,VC965
1885,PTE,VCB43
1886,PTP,VCB43
1887,PTC,VC965
1888,PTP,VCD2F
1889,PTC,VC965
1890,PTE,VC965
1891,PTE,VC965
1892,PTP,VC965
1893,PTC,VCB43
1894,PTE,VC965
1895,PTC,VCD2F
1896,PTC,VC965
1897,PTP,VC965
1898,PTC,VCB43
1899,PTP,VCD2F
1900,PTP,VC965
1901,PTC,VC965
1902,PTE,VC965
1903,PTP,VC965
1904,PTE,VC965
1905,PTC,VC965
1906,PTE,VCD2F
1907,PTE,VC965
1908,PTE,VCB43
1909,PTE,VCD2F
1910,PTP,VC965
1911,PTC,VCD2F
1912,PTC,VC965
1913,PTE,VCD2F
1914,PTP,VC965
1915,PTC,VC965
1916,PTC,VC965
1917,PTC,VC965
1918,PTE,VC965
1919,PTE,VC965
1920,PTC,VCB43
1921,PTP,VCD2F
1922,PTE,VCB43
1923,PTC,VC965
1924,PTC,VC965
1925,PTE,VCD2F
1926,PTC,VCD2F
1927,PTC,VC965
1928,PTP,VCB43
1929,PTC,VC965
1930,PTC,VCD2F
1931,PTC,VC965
1932,PTE,VC965
1933,PTE,VCB43
1934,PTC,VC965
1935,PTE,VC965
1936,PTC,VC965
1937,PTC,VC965
1938,PTC,VCB43
1939,PTC,VC965
1940,PTE,VC965
1941,PTE,VC965
1942,PTP,VCB43
1943,PTP,VCB43
1944,PTC,VC965
1945,PTP,VCB43
1946,PTC,VCD2F
1947,PTC,VCB43
1948,PTP,VC965
1949,PTE,VC965
1950,PTE,VC965
1951,PTE,VC965
1952,PTP,VC965
1953,PTE,VCD2F
1954,PTP,VC965
1955,PTE,VC965
1956,PTC,VCB43
1957,PTC,VC965
1958,PTP,VC965
1959,PTP,VCB43
1960,PTE,VCD2F
1961,PTE,VCD2F
1962,PTP,VC965
1963,PTP,VC965
1964,PTC,VC965
1965,PTC,VC965
1966,PTP,VC965
1967,PTC,VCB43
1968,PTP,VCB43
1969,PTC,VCD2F
1970,PTE,VC965
1971,PTP,VC965
1972,PTC,VCD2F
1973,PTE,VCB43
1974,PTP,VC965
1975,PTC,VCD2F
1976,PTP,VCD2F
1977,PTP,VC965
1978,PTE,VCB43
1979,PTP,VCB43
1980,PTE,VC965
1981,PTC,VC965
1982,PTC,VC965
1983,PTP,VCB43
1984,PTP,VC965
1985,PTP,VC965
1986,PTP,VCB43
1987,PTE,VC965
1988,PTC,VCB43
1989,PTE,VCD2F
1990,PTP,VC965
1991,PTC,VC965
1992,PTP,VC965
1993,PTP,VCD2F
1994,PTE,VCB43
1995,PTE,VC965
1996,PTP,VC965
1997,PTC,VC965
1998,PTP,VC965
1999,PTC,VC965
2000,PTE,VCB43
2001,PTP,VC965
2002,PTC,VC965
2003,PTE,VCB43
2004,PTC,VC965
2005,PTC,VC965
2006,PTP,VCB43
2007,PTE,VC965
2008,PTP,VCB43
2009,PTE,VCB43
2010,PTE,VCD2F
2011,PTE,VC965
2012,PTE,VC965
2013,PTC,VCB43
2014,PTP,VCD2F
2015,PTP,VCD2F
2016,PTE,VC965
2017,PTC,VCB43
2018,PTC,VC965
2019,PTP,VC965
2020,PTP,VCB43
2021,PTP,VCB43
2022,PTE,VC965
2023,PTE,VC965
2024,PTP,VC965
2025,PTC,VC965
2026,PTC,VCB43
2027,PTP,VC965
2028,PTE,VCB43
2029,PTP,VCB43
2030,PTC,VC965
2031,PTE,VC965
2032,PTP,VCB43
2033,PTE,VC965
2034,PTC,VC965
2035,PTP,VC965
2036,PTP,VCD2F
2037,PTE,VCB43
2038,PTP,VC965
2039,PTP,VCD2F
2040,PTE,VC965
2041,PTE,VCB43
2042,PTC,VCD2F
2043,PTC,VCB43
2044,PTE,VC965
2045,PTP,VC965
2046,PTP,VCB43
2047,PTE,VC965
2048,PTP,VC965
2049,PTE,VCB43
2050,PTE,VCB43
2051,PTE,VC965
2052,PTP,VC965
2053,PTE,VC965
2054,PTP,VCB43
2055,PTP,VCB43
2056,PTC,VCB43
2057,PTP,VC965
2058,PTC,VCB43
2059,PTE,VC965
2060,PTE,VC965
2061,PTC,VCB43
2062,PTC,VC965
2063,PTC,VC965
2064,PTE,VC965
2065,PTP,VC965
2066,PTC,VC965
2067,PTP,VCB43
2068,PTP,VC965
2069,PTP,VCB43
2070,PTC,VC965
2071,PTC,VC965
2072,PTE,VC965
2073,PTC,VC965
2074,PTP,VCB43
2075,PTC,VCB43
2076,PTP,VC965
2077,PTE,VC965
2078,PTE,VC965
2079,PTC,VCB43
2080,PTE,VCB43
2081,PTC,VCB43
2082,PTC,VC965
2083,PTP,VC965
2084,PTP,VC965
2085,PTE,VC965
2086,PTC,VC965
2087,PTE,VC965
2088,PTC,VCB43
2089,PTC,VC965
2090,PTP,VC965
2091,PTE,VC965
2092,PTP,VC965
2093,PTC,VCB43
2094,PTC,VC965
2095,PTP,VC965
2096,PTE,VC965
2097,PTE,VC965
2098,PTC,VCB43
2099,PTE,VC965
2100,PTE,VC965
2101,PTE,VCB43
2102,PTP,VC965
2103,PTC,VCB43
2104,PTC,VCB43
2105,PTC,VC965
2106,PTP,VCD2F
2107,PTE,VCB43
2108,PTP,VC965
2109,PTC,VC965
2110,PTE,VCB43
2111,PTE,VC965
2112,PTC,VC965
2113,PTE,VC965
2114,PTP,VCD2F
2115,PTC,VCB43
2116,PTP,VC965
2117,PTP,VC965
2118,PTP,VC965
2119,PTC,VC965
2120,PTP,VC965
2121,PTE,VC965
2122,PTE,VC965
2123,PTP,VC965
2124,PTP,VC965
2125,PTC,VCD2F
2126,PTC,VC965
2127,PTC,VCB43
2128,PTC,VC965
2129,PTP,VC965
2130,PTE,VCB43
2131,PTE,VC965
2132,PTE,VC965
2133,PTP,VCB43
2134,PTC,VCB43
2135,PTE,VC965
2136,PTC,VCD2F
2137,PTP,VC965
2138,PTC,VCB43
2139,PTP,VC965
2140,PTC,VCB43
2141,PTE,VC965
2142,PTC,VC965
2143,PTE,VC965
2144,PTC,VCB43
2145,PTC,VCB43
2146,PTP,VC965
2147,PTE,VCD2F
2148,PTC,VC965
2149,PTE,VCB43
2150,PTC,VCB43
2151,PTC,VC965
2152,PTE,VC965
2153,PTC,VC965
2154,PTC,VC965
2155,PTP,VC965
2156,PTE,VC965
2157,PTP,VC965
2158,PTC,VC965
2159,PTC,VCB43
2160,PTC,VC965
2161,PTP,VCB43
2162,PTP,VC965
2163,PTC,VC965
2164,PTC,VC965
2165,PTC,VCB43
2166,PTE,VCD2F
2167,PTC,VC965
2168,PTP,VC965
2169,PTP,VCB43
2170,PTE,VC965
2171,PTC,VCD2F
2172,PTP,VCB43
2173,PTE,VC965
2174,PTE,VCB43
2175,PTP,VCB43
2176,PTC,VC965
2177,PTC,VCD2F
2178,PTP,VC965
2179,PTP,VC965
2180,PTP,VCB43
2181,PTP,VCB43
2182,PTP,VCB43
2183,PTE,VC965
2184,PTP,VC965
2185,PTC,VCB43
2186,PTE,VCB43
2187,PTE,VC965
2188,PTE,VCD2F
2189,PTP,VCB43
2190,PTP,VC965
2191,PTP,VC965
2192,PTP,VC965
2193,PTC,VCB43
2194,PTE,VC965
2195,PTE,VCB43
2196,PTE,VC965
2197,PTP,VC965
2198,PTE,VCD2F
2199,PTE,VCB43
2200,PTC,VCD2F
2201,PTP,VCD2F
2202,PTP,VCB43
2203,PTP,VC965
2204,PTC,VCB43
2205,PTE,VCD2F
2206,PTE,VCB43
2207,PTC,VC965
2208,PTC,VC965
2209,PTE,VC965
2210,PTP,VC965
2211,PTE,VC965
2212,PTC,VC965
2213,PTP,VC965
2214,PTC,VCB43
2215,PTC,VCD2F
2216,PTP,VC965
2217,PTC,VCD2F
2218,PTP,VC965
2219,PTC,VC965
2220,PTC,VC965
2221,PTE,VC965
2222,PTE,VC965
2223,PTE,VC965
2224,PTP,VC965
2225,PTC,VC965
2226,PTC,VC965
2227,PTC,VC965
2228,PTC,VC965
2229,PTE,VCB43
2230,PTP,VC965
2231,PTP,VCB43
2232,PTE,VCD2F
2233,PTP,VCB43
2234,PTP,VC965
2235,PTC,VCD2F
2236,PTE,VC965
2237,PTC,VC965
2238,PTP,VC965
2239,PTP,VCD2F
2240,PTP,VCB43
2241,PTP,VC965
2242,PTE,VC965
2243,PTP,VCD2F
2244,PTE,VC965
2245,PTC,VC965
2246,PTC,VC965
2247,PTE,VC965
2248,PTE,VCB43
2249,PTP,VC965
2250,PTC,VCB43
2251,PTC,VCB43
2252,PTC,VC965
2253,PTP,VC965
2254,PTP,VCB43
2255,PTC,VCD2F
2256,PTC,VCB43
2257,PTC,VCB43
2258,PTP,VC965
2259,PTE,VC965
2260,PTE,VCB43
2261,PTP,VC965
2262,PTE,VC965
2263,PTC,VC965
2264,PTP,VC965
2265,PTC,VC965
2266,PTP,VCB43
2267,PTE,VCB43
2268,PTP,VC965
2269,PTP,VCD2F
2270,PTP,VC965
2271,PTE,VC965
2272,PTE,VC965
2273,PTP,VC965
2274,PTP,VC965
2275,PTE,VCB43
2276,PTP,VC965
2277,PTC,VCB43
2278,PTC,VCD2F
2279,PTP,VCB43
2280,PTC,VC965
2281,PTC,VC965
2282,PTP,VCB43
2283,PTE,VC965
2284,PTP,VC965
2285,PTP,VC965
2286,PTP,VC965
2287,PTC,VCB43
2288,PTP,VC965
2289,PTE,VC965
2290,PTE,VC965
2291,PTP,VC965
2292,PTP,VC965
2293,PTC,VC965
2294,PTC,VC965
2295,PTE,VC965
2296,PTP,VC965
2297,PTP,VC965
2298,PTC,VCB43
2299,PTE,VCB43
2300,PTC,VCB43
2301,PTC,VC965
2302,PTE,VC965
2303,PTP,VCB43
2304,PTP,VC965
2305,PTC,VC965
2306,PTE,VCB43
2307,PTC,VC965
2308,PTE,VC965
2309,PTC,VCB43
2310,PTE,VCB43
2311,PTC,VCB43
2312,PTE,VC965
2313,PTE,VCD2F
2314,PTP,VCD2F
2315,PTE,VCB43
2316,PTP,VCD2F
2317,PTC,VC965
2318,PTP,VC965
2319,PTE,VCB43
2320,PTP,VC965
2321,PTC,VCB43
2322,PTC,VC965
2323,PTC,VC965
2324,PTC,VC965
2325,PTC,VC965
2326,PTP,VC965
2327,PTC,VCB43
2328,PTP,VC965
2329,PTP,VC965
2330,PTP,VC965
2331,PTC,VCD2F
2332,PTC,VC965
2333,PTC,VC965
2334,PTP,VC965
2335,PTP,VC965
2336,PTE,VC965
2337,PTE,VC965
2338,PTE,VCD2F
2339,PTC,VC965
2340,PTC,VC965
2341,PTE,VCB43
2342,PTC,VC965
2343,PTE,VC965
2344,PTP,VCD2F
2345,PTP,VC965
2346,PTP,VC965
2347,PTC,VC965
2348,PTP,VC965
2349,PTP,VC965
2350,PTP,VC965
2351,PTE,VC965
2352,PTP,VC965
2353,PTC,VCB43
2354,PTE,VCB43
2355,PTE,VC965
2356,PTC,VC965
2357,PTE,VC965
2358,PTE,VCB43
2359,PTP,VC965
2360,PTE,VCB43
2361,PTC,VC965
2362,PTC,VC965
2363,PTC,VC965
2364,PTC,VCD2F
2365,PTP,VCB43
2366,PTE,VC965
2367,PTE,VC965
2368,PTE,VC965
2369,PTE,VC965
2370,PTP,VCB43
2371,PTP,VC965
2372,PTP,VC965
2373,PTE,VCB43
2374,PTC,VC965
2375,PTP,VC965
2376,PTC,VC965
2377,PTC,VCD2F
2378,PTC,VCB43
2379,PTC,VCB43
2380,PTP,VC965
2381,PTE,VCD2F
2382,PTP,VCB43
2383,PTE,VC965
2384,PTC,VCD2F
2385,PTP,VCB43
2386,PTC,VCD2F
2387,PTC,VC965
2388,PTE,VC965
2389,PTC,VC965
2390,PTE,VC965
2391,PTE,VC965
2392,PTE,VCB43
2393,PTP,VCB43
2394,PTE,VC965
2395,PTP,VC965
2396,PTE,VC965
2397,PTE,VC965
2398,PTC,VC965
2399,PTP,VC965
2400,PTC,VC965
2401,PTC,VCD2F
2402,PTP,VC965
2403,PTP,VC965
2404,PTP,VC965
2405,PTC,VC965
2406,PTC,VC965
2407,PTE,VCB43
2408,PTC,VCB43
2409,PTE,VC965
2410,PTE,VC965
2411,PTP,VC965
2412,PTP,VCB43
2413,PTP,VC965
2414,PTE,VC965
2415,PTP,VCD2F
2416,PTC,VC965
2417,PTE,VCB43
2418,PTP,VC965
2419,PTP,VC965
2420,PTC,VCB43
2421,PTC,VC965
2422,PTP,VC965
2423,PTP,VCB43
2424,PTC,VC965
2425,PTE,VC965
2426,PTP,VC965
2427,PTE,VC965
2428,PTE,VC965
2429,PTP,VC965
2430,PTE,VC965
2431,PTP,VCB43
2432,PTP,VC965
2433,PTP,VC965
2434,PTP,VCB43
2435,PTE,VC965
2436,PTP,VC965
2437,PTE,VC965
2438,PTP,VC965
2439,PTC,VC965
2440,PTE,VC965
2441,PTC,VC965
2442,PTP,VC965
2443,PTE,VC965
2444,PTP,VC965
2445,PTP,VC965
2446,PTE,VCB43
2447,PTP,VC965
2448,PTE,VC965
2449,PTE,VCB43
2450,PTE,VC965
2451,PTC,VCB43
2452,PTP,VCD2F
2453,PTE,VCD2F
2454,PTC,VCD2F
2455,PTC,VC965
2456,PTE,VC965
2457,PTP,VC965
2458,PTC,VC965
2459,PTC,VC965
2460,PTE,VC965
2461,PTP,VC965
2462,PTP,VCB43
2463,PTE,VCB43
2464,PTC,VCB43
2465,PTE,VCB43
2466,PTP,VC965
2467,PTC,VC965
2468,PTE,VC965
2469,PTC,VCB43
2470,PTC,VC965
2471,PTE,VCD2F
2472,PTC,VCD2F
2473,PTP,VC965
2474,PTP,VCB43
2475,PTP,VC965
2476,PTC,VC965
2477,PTC,VCB43
2478,PTP,VC965
2479,PTC,VC965
2480,PTC,VCD2F
2481,PTC,VC965
2482,PTC,VC965
2483,PTP,VC965
2484,PTP,VC965
2485,PTP,VC965
2486,PTE,VC965
2487,PTP,VCB43
2488,PTE,VC965
2489,PTC,VCB43
2490,PTP,VCB43
2491,PTC,VC965
2492,PTC,VCB43
2493,PTE,VCD2F
2494,PTP,VC965
2495,PTP,VC965
2496,PTP,VC965
2497,PTP,VC965
2498,PTC,VC965
2499,PTP,VCB43
2500,PTC,VC965
2501,PTP,VCB43
2502,PTP,VCD2F
2503,PTP,VC965
2504,PTP,VCB43
2505,PTC,VC965
2506,PTP,VCB43
2507,PTC,VC965
2508,PTP,VCB43
2509,PTE,VC965
2510,PTE,VC965
2511,PTE,VC965
2512,PTP,VC965
2513,PTE,VCB43
2514,PTE,VC965
2515,PTE,VC965
2516,PTP,VC965
